Video ID,Frames,FPS
wzfkC2TjdeQ_0_31,927.0,29
WG0J2B19ZT8_1_33,929.0,30
yyxtyCaEVqk_329_360,930.0,29
YXixZrSxefk_17_48,930.0,29
5CU2JhYM8tY_14_45,930.0,29
htWPOGTagec_2_18,943.0,58
6sYmDT5et00_301_339,951.0,25
YmXCfQm0_CA_140_156,959.0,59
io2dbV-Qbus_215_247,961.0,30
rXZy-PHtnxg_8_42,994.0,30
MF88IYF2MHY_25_59,999.0,30
vpR0L3sIvoo_15_49,1019.0,29
-_hbPLsZvvo_288_305,1019.0,59
d1zdJO3CqVw_1_35,1021.0,30
08pVpBq706k_175_212,1033.0,27
ry7AUQtuwdU_4_39,1049.0,29
PiyoeFC31kE_9_27,1079.0,59
LSuVRWPoHr0_0_37,1092.0,29
ghynaoVNwZc_1_20,1107.0,58
kEGmZDpZ_RE_248_293,1126.0,25
zuYZ5kPatJE_78_116,1141.0,30
fKqBnl8D1Qo_5_44,1169.0,29
mtrCf667KDk_134_176,1259.0,29
EA-J-Y6QjUo_40_61,1259.0,59
nV3Wv8iHp4U_0_38,1280.0,39
Hu9Sq1RvuoA_19_62,1289.0,29
eiyuac7hA4A_4_47,1291.0,30
JsD6uEZsIsU_1_47,1379.0,29
fw8qvK67jYY_50_97,1401.0,29
qqYysi3qotc_148_195,1411.0,30
A_nCfAbXjoM_8_56,1422.0,29
e-j59PqJjSM_50_98,1441.0,30
yFPHhRat6bc_160_210,1501.0,30
5dv8MSWlxoQ_10_40,1798.0,59
D2FbgK_kkE8_121_151,1798.0,59
wON-YuA1GjA_3_63,1799.0,29
